,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify,lat,longi
3563,Elegant Residency Apartment,900,2,2,2021-02-16, Nigdi,18.6491735,73.7706532
3564,New SKF Colony,750,2,2,2021-02-16, Chinchwad,18.6297811,73.7997094
3565,Ajay Residency,710,2,1,2021-02-16, Wakad,18.6010921,73.7641245
3566,Castle Coop Society,630,1,2,2021-02-16, Near Pheonix Mall,33.6019861,-111.9817916
3567,Venus Garden,670,1,1,2021-02-16, Kharadi,18.5538241,73.9476689
3568,Pushkardeep,1100,2,2,2021-02-15, Pushkardeep,18.4872955,73.7967993
3569,Agarwal Shree Ganesh Park,656,1,1,2021-02-15, Undri,18.4566651,73.9095279
3570,Sumangal apartment,650,2,1,2021-02-15, Utsav hall,13.0274742,80.2577392
3571,Vilas Javdekar Yashwin Hinjewadi,694,2,2,2021-02-15, Hinjewadi Phase 2,18.596167,73.7153778
3572,M Square Dreamland,550,1,1,2021-02-15, Thite Nagar,18.5443244,73.9403908
3573,Chandan Apartment,860,2,2,2021-02-15, Vishrantwadi,18.5726054,73.8782079
3574,Morya,400,1,1,2021-02-15, Rajendri Nagar,28.6372353,77.18236379999999
3575,Shram Safalya Apartment,650,1,1,2021-02-15, Warje,18.4864727,73.79683399999999
3576,Fortune Siddhipriya,639,2,2,2021-02-15, Handewadi,18.4542527,73.9315733
3577,Nyati Elan,590,2,2,2021-02-15, Wagholi,18.5807719,73.9787063
3578,Shree Ganesh Graceland,1755,3,3,2021-02-15, Pimple Saudagar,18.5986763,73.79783479999999
3579,Sanjeev Plaza,810,2,2,2021-02-15, Dattanagar,18.4474077,73.8483676
3580,Vrundavan Complex,30,1,1,2021-02-15, Manchar,19.004693,73.94686639999999
3581,"ASHWINI BLDG, CHANDRALOK NAGRI",730,2,1,2021-02-15," Muktai Garden, Dhayri",18.4499938,73.8095154
3582,Ravi Park,900,2,2,2021-02-15, Handewadi,18.4542527,73.9315733
3583,Siddharth Apartment,560,1,1,2021-02-15, Bharati Vidyapeeth,18.5118048,73.8431451
3584,Chs Palace Orchid,7534,2,2,2021-02-15, Flat,34.0502344,-118.2670518
3585,Blue Berry Housing Society,913,2,2,2021-02-15, Phursungi,18.4726725,73.9784573
3586,GOLDENCITY,844,2,2,2021-02-15," NEAR JAKAT NAKA,LOAGOAN ROAD",18.6058415,73.91002639999999
3587,Hill Shire,900,2,2,2021-02-15, Wagholi,18.5807719,73.9787063
3588,Zankar Society,1200,3,2,2021-02-15, Viman Nagar,18.5679146,73.91434319999999
3589,Atur James Court,1350,2,2,2021-02-15, Viman Nagar,18.5679146,73.91434319999999
3590,aashirwad bglo,800,1,1,2021-02-15, Jai Prakash Nagar,25.5892783,85.1258939
3591,JP Nagar Housing Society,400,1,1,2021-02-15, Tingre Nagar,18.575865,73.8930827
3592,Siddhivinayak Durvankur,800,2,1,2021-02-15, Sasane Nagar,18.4919553,73.9345125
3593,Kalapi Aster,486,2,2,2021-02-15, Pisoli,18.4491966,73.9077818
3594,Atul Nagar Society,1100,1,1,2021-02-15, Warje,18.4864727,73.79683399999999
3595,Xrbia Hinjewadi,413,1,1,2021-02-15, Hinjewadi,18.5912716,73.73890899999999
3596,1bhk,400,1,1,2021-02-15, Kasat Nagar,18.4601493,73.874985
3597,Ganadhish Empire,1010,1,1,2021-02-15, Pimple Saudagar,18.5986763,73.79783479999999
3598,Manas Park,900,2,2,2021-02-15, Sector-16 Chikhali,18.6624646,73.8206598
3599,GK Rose County,1270,3,2,2021-02-15, Pimple Saudagar,18.5986763,73.79783479999999
3600,Kolte park,800,1,1,2021-02-15, Khandve Nagar,18.5756218,73.9586368
3601,Kakade Township,800,2,1,2021-02-15, Chinchwad,18.6297811,73.7997094
3602,global  e homes,1050,2,2,2021-02-15, Hinjewadi Phase 2,18.596167,73.7153778
3603,Olympia Apartment,1099,3,2,2021-02-22, Bhumkar Nagar,18.6022427,73.7463147
3604,Ganraj Heights,700,1,2,2021-02-15, Wadgaon Sheri,18.5512771,73.92098940000001
3605,Kolte Patil Ivy Apartments,1600,3,3,2021-02-15, Wagholi,18.5807719,73.9787063
3606,Navyug Colony,170,1,1,2021-02-15, Kale Padal,18.4869571,73.9433299
3607,Dreams Rakshak,896,2,2,2021-02-15, Wagholi,18.5807719,73.9787063
3608,Shiv Kripa,1600,20,10,2021-02-15, Bhosari,18.6320627,73.84679779999999
3609,Shree Nidhi Apartment,800,2,2,2021-02-15, Kothrud,18.5073514,73.8076543
3610,Raviraj Ariiana,1114,2,2,2021-02-15, Shree Datta Colony,18.538316,73.93341029999999
3611,Goyal Shinde Apartments,2000,3,3,2021-02-15, Bopodi,18.5709235,73.83508309999999
3612,Vastushodh UrbanGram Kirkatwadi,890,2,2,2021-02-15, Kirkatwadi,18.4445501,73.7888924
3613,Sukharta Aparment,500,1,1,2021-02-15, Pimpri Chinchwad,18.6297811,73.7997094
3614,Ashok Nagar,1050,2,2,2021-02-15, Handewadi,18.4542527,73.9315733
3615,Vaishnavi Spring Woods,595,1,1,2021-02-15, Hinjewadi,18.5912716,73.73890899999999
3616,Vinayak Treasure Society,1100,2,2,2021-02-15, Kashid Park,18.6019163,73.81397869999999
3617,Gini Bellissimo Society,2200,4,3,2021-02-15, Vishrantwadi,18.5726054,73.8782079
3618,Saheels Calysta,989,2,2,2021-02-15, Kaspate Vasti,18.5901745,73.7727908
3619,Naiknavare Swapnapurti,373,1,1,2021-02-15, Sasane Nagar,18.4919553,73.9345125
3620,Sukhwani Sepia,1435,3,3,2021-02-15, Tathawade,18.627597,73.74549
3621,Fortune East Society,2550,3,3,2021-02-15, Kharadi,18.5538241,73.9476689
3622,Bhandari Shraddha Heritage,700,1,1,2021-02-15, Morwadi,18.633344,73.8051458
3623,Dreams Elina,553,2,1,2021-02-15, Satav Nagar,18.4761214,73.93047109999999
3624,Ganesh Palace,680,1,1,2021-02-15, New Sanghvi,18.5793178,73.8142604
3625,On request,500,1,1,2021-02-15, Dattanagar,18.4474077,73.8483676
3626,Ace Meghsparsh,977,2,2,2021-02-15, Dhankawadi,18.4654546,73.85468209999999
3627,Sudarshan Lake Paradise,965,2,2,2021-02-15, Wagholi,18.5807719,73.9787063
3628,Ganesh Plaza,850,2,1,2021-02-15, Dhankawadi,18.4654546,73.85468209999999
3629,Flora City,1400,3,3,2021-02-15, Talegaon Dabhade,18.7375763,73.67466259999999
3630,Splendid Courtyard,625,1,1,2021-02-15, Lohegaon,18.5944704,73.9275889
3631,Florida County,560,1,2,2021-02-15, Keshav Nagar,18.5323976,73.94406459999999
3632,Dreams Wisteria,1000,2,2,2021-02-15, Yewalewadi,18.4462026,73.9051185
3633,Shiv Sai Vishav,1100,2,2,2021-02-15, Pimple Saudagar,18.5986763,73.79783479999999
3634,Chaitanya,1100,2,2,2021-02-15, Pimple Gurav,18.5865962,73.8134424
3635,Samarttha Goldville,1045,2,2,2021-02-15, Thergaon,18.6142654,73.77507460000001
3636,Godrej Horizon,640,1,1,2021-02-15, Undri,18.4566651,73.9095279
3637,Nilkanth Apartment,613,1,1,2021-02-15, Benkar Nagar,18.4440444,73.81396889999999
3638,Blue Carnation,680,1,1,2021-02-15, Hadapsar,18.508934,73.92591019999999
3639,Pegasus Megapolis Mystic,790,2,2,2021-02-15, Hinjewadi,18.5912716,73.73890899999999
3640,Charbhuja Paradise,650,1,1,2021-02-15, Chakan,18.7632075,73.8613203
3641,Megapolis Sunway,1007,2,2,2021-02-15, Hinjewadi,18.5912716,73.73890899999999
3642,Kolte Patil Margosa Heights,950,2,2,2021-02-15, Mohamadwadi,18.4751462,73.9163246
3643,om sai,500,1,1,2021-02-15, Tingre Nagar,18.575865,73.8930827
3644,Neeta chambers,750,1,1,2021-02-15, Shivaji Nagar,12.9856503,77.60569269999999
3645,Golf links co operative society,1330,3,3,2021-02-15," Off don bosco road,yerawada",18.5525848,73.8924947
3646,Leisure Town,1250,2,2,2021-02-15, Hadapsar,18.508934,73.92591019999999
3647,RPS Homes,950,2,2,2021-02-15, Kutwal Colony,18.600736,73.91607739999999
3648,"Tilekar Wasti,Tuljai Building.",600,1,1,2021-02-15, Hadapsar Magarpatta City,18.5158057,73.9271644
3649,Jai Ganesh Co Operative Society,770,2,2,2021-02-15, Sant Tukaram Nagar,18.6231133,73.8198508
3650,On Req,1225,1,1,2021-02-15, Old Sangvi,18.5729119,73.8183662
3651,on request,550,1,1,2021-02-15, Keshav Nagar,18.5323976,73.94406459999999
3652,Green Palms,576,1,1,2021-02-15, Undri,18.4566651,73.9095279
3653,24K Sereno,1800,3,3,2021-02-15, Baner,18.5590032,73.7867629
3654,pearl co operative society wakad,1120,2,2,2021-02-15, Wakad,18.6010921,73.7641245
3655,Green Palms,576,1,1,2021-02-15, Undri,18.4566651,73.9095279
3656,On Request,900,2,2,2021-02-15, Chakan,18.7632075,73.8613203
3657,Narayan Octave,900,2,2,2021-02-15, Chakan,18.7632075,73.8613203
3658,Riviera Apartments,725,1,1,2021-02-15, Wanwadi,18.4922285,73.9000204
3659,"Apartment/sidharth Nagar Phase 1, Aundh Pune",550,1,1,2021-02-15, Aundh,18.5601649,73.8031335
3660,Vihaan Residency,2000,3,3,2021-02-15, Giridhar Nagar,18.4815302,73.79698139999999
3661,Tirupati Campus,720,1,1,2021-02-15, Tingre Nagar,18.575865,73.8930827
3662,Vedant Kingston Serene,750,2,2,2021-02-15, Handewadi,18.4542527,73.9315733
3663,Vilas Javdekar Yashwin Hinjewadi,740,2,2,2021-02-15, Hinjewadi Phase 2,18.596167,73.7153778
3664,Aishwaryam Melody,980,2,2,2021-02-15, Pradhikaran,18.6517098,73.7683784
3665,Suryodaya Complex,475,1,1,2021-02-15, Kalbhor Nagar,18.6493337,73.7904396
3666,Greenwood Society,275,1,1,2021-02-15, Manjari Budruk,18.521266,73.98257339999999
3667,Calyx Navyangan Kasar Amboli,1013,2,2,2021-02-15, Kasar Amboli,18.5110959,73.6635544
3668,Renuka Royal,1040,2,2,2021-02-15, Pimpri Chinchwad,18.6297811,73.7997094
3669,Hemangini Row House,1150,2,3,2021-02-15, New D P Road,18.5783654,73.7864401
3670,Tirupati Campus,720,1,1,2021-02-15, Tingre Nagar,18.575865,73.8930827
3671,Rupee Housing Society,1000,1,1,2021-02-15, Pimpri Chinchwad,18.6297811,73.7997094
3672,Urban Nest,812,2,2,2021-02-15, Undri,18.4566651,73.9095279
3673,Kukreja Heritage,1050,2,2,2021-02-15, Vishrantwadi,18.5726054,73.8782079
3674,Belleza Apartment,1007,2,2,2021-02-15, Malwadi,18.5053012,73.93892129999999
3675,SSD Sai Arcade,1013,2,2,2021-02-15, Bhujbal Vasti,18.590846,73.75587589999999
3676,Madhuban Silver Line,1475,3,3,2021-02-15, Viman Nagar,18.5679146,73.91434319999999
3677,Siddhivinayak Aspiria,860,2,2,2021-02-15, Hinjewadi,18.5912716,73.73890899999999
3678,Yashraj Green Castle,640,1,1,2021-02-15, Hadapsar,18.508934,73.92591019999999
3679,Aditya Apartment,900,2,1,2021-02-15, Vishal Nagar,18.5844057,73.78088
3680,Trimurti Housing Society,650,2,1,2021-02-15, Shivtirth Nagar,18.4666292,73.7852467
3681,Trimurti Housing Society,650,2,1,2021-02-15, Shivtirth Nagar,18.4666292,73.7852467
3682,Ishwar Sharan,1100,3,3,2021-02-14, Koregaon Park,18.5362084,73.8939748
3683,Sara City,900,2,1,2021-02-14, Chakan,18.7632075,73.8613203
3684,Skywards Riviera Valentina,1880,2,3,2021-02-14, Baner,18.5590032,73.7867629
3685,Riswadkar Prestige Panorama,1000,2,3,2021-02-14, Keshav Nagar,18.5323976,73.94406459999999
3686,Samarttha Goldville,1100,2,2,2021-02-14, Thergaon,18.6142654,73.77507460000001
3687,Kohinoor Tinsel County,436,1,2,2021-02-14, Phase-3 Hinjewadi,18.5868397,73.68599499999999
3688,Parkwayz,1100,2,2,2021-02-14, Bhausaheb Kalate Nagar,18.5954512,73.7652528
3689,Nisarg Hardik Phase 1,1075,2,2,2021-02-14, Krushna Colony,18.6084809,73.7926456
3690,Shri Morya Gosavi Raj Park,1200,1,1,2021-02-14, Chinchwad,18.6297811,73.7997094
3691,Sunshine,1000,2,2,2021-02-14, Aundh,18.5601649,73.8031335
3692,Baliraj Colony,400,1,1,2021-02-14, Rahatani,18.6047038,73.78712949999999
3693,Rohan Abhilasha,673,2,2,2021-02-14, Wagholi,18.5807719,73.9787063
3694,Datta prasad Housing Society,470,1,1,2021-02-14, Chandan Nagar,22.867114,88.3674381
3695,F5 Felicia,923,2,2,2021-02-14, Hadapsar,18.508934,73.92591019999999
3696,DS Sarita Kunj,780,2,1,2021-02-14, Kasarwadi,18.6060873,73.8227917
3697,Goldfinger Avenir,1102,2,2,2021-02-14, Shankar Kalat Nagar,18.5993483,73.762495
3698,Mira Condominiums,2100,3,3,2021-02-14, Kalyani Nagar,18.5462313,73.90395099999999
3699,sai santosh park,700,2,1,2021-02-14, Kalewadi,18.406612,74.6839545
3700,Tulsi Apartment,500,1,1,2021-02-14, Yashwantrao Chavan Natya Graha,18.5026569,73.8126711
3701,Samruddhi Complex,600,1,1,2021-02-14, Near Pandavnagar police station,28.6202041,77.3028104
3702,Saarrthi Sovereign,1134,2,2,2021-02-14, Hinjewadi,18.5912716,73.73890899999999
3703,Gurukrupa,1100,2,2,2021-02-14," Sasane colony, Keshav nagar, Mundhwa, Pune",18.5324382,73.9405926
3704,Pristine Prolife Phase 3,1500,2,2,2021-02-14, Shankar Kalat Nagar,18.5993483,73.762495
3705,Viva Sarovar,915,2,2,2021-02-14, Ambegaon Budruk,18.4458033,73.8507279
3706,Sonigara Classic,795,2,1,2021-02-14, Akurdi,18.6504839,73.7785786
3707,G corp Hill Side,1000,2,2,2021-02-14, Hadapsar Indutrial Estate,18.5111574,73.9160571
3708,"21/2 Sahajanand Society, kothrud",400,1,2,2021-02-14, Mahatma Society,18.4981221,73.7985281
3709,The Leaf,1005,2,2,2021-02-14, Yewalewadi,18.4462026,73.9051185
3710,Sai Tirupati Greens,992,2,2,2021-02-14, Laxmi-Narayan Nagar,18.6424177,73.87572
3711,Xrbia Hinjewadi,585,2,2,2021-02-14, Hinjewadi,18.5912716,73.73890899999999
3712,Srikanth view society,850,2,1,2021-02-14, Sai siddi chauk,18.462668,73.84243699999999
3713,Crsytal Avenue,910,2,2,2021-02-14, Baner,18.5590032,73.7867629
3714,Aditya shagun apartments,920,2,2,2021-02-14, Bavdhan,18.513463,73.76985789999999
3715,Ratnprabha Niwas,425,1,1,2021-02-14, Warje Malwadi,18.4755101,73.8034283
3716,Xrbia City,546,2,2,2021-02-14, Hinjewadi,18.5912716,73.73890899999999
3717,Xrbia City,442,1,1,2021-02-14, Hinjewadi,18.5912716,73.73890899999999
3718,Dosti Building,595,1,1,2021-02-14, Behind Anand Hospital,37.09024,-95.712891
3719,Green County,890,2,2,2021-02-14, Bhekrai Nagar,18.4819581,73.9521468
3720,Palace Orchard Society,1000,2,2,2021-02-14, Mohamadwadi,18.4751462,73.9163246
3721,Pearl Tower,1173,2,2,2021-02-14, Gadital,18.5009698,73.9429625
3722,"Krushnai heights, Bhugaon",650,1,1,2021-02-14, Matalwadi phata,18.5002545,73.7411478
3723,Sai Shraddha,600,1,1,2021-02-14, Ambegaon Bk,18.4458033,73.8507279
3724,prabhuchhaya jijamata park,650,1,1,2021-02-14, Chinchwad,18.6297811,73.7997094
3725,Shubhashree Residential,1350,3,3,2021-02-14, Akurdi,18.6504839,73.7785786
3726,Karmyog Housing Society,650,1,1,2021-02-14, Kamgar Nagar,19.0626498,72.8873622
3727,Swapnalok Apartment,930,2,2,2021-02-14, Phursungi,18.4726725,73.9784573
3728,Kolte Patil Umang Primo,1000,2,2,2021-02-14, Wagholi,18.5807719,73.9787063
3729,Aapal Ghar Kirkawadi Pune,900,2,2,2021-02-14, Kirkawadi Pune,18.4445501,73.7888924
3730,Raj Garden,380,1,1,2021-02-14, Jadhav Nagar,18.4661359,73.8279381
3731,Mohit Grove,1000,2,2,2021-02-14, Near mount Carmel,40.6920875,-99.08800749999999
3732,Magarpatta Cosmos Apartment,1480,3,3,2021-02-14, Hadapsar,18.508934,73.92591019999999
3733,DHANLAXMI HIEGHTGS,586,1,1,2021-02-14, Charholi Kurd,18.6641079,73.9095279
3734,GK Silverland Residency Phase 3,950,2,2,2021-02-14, Ravet,47.66703210000001,-117.4014343
3735,"Divya heights, pimple saudagar, pune",2200,3,3,2021-02-14, Divya heights,40.8450376,-73.9410797
3736,Shree Avdhoot Nivas,585,1,1,2021-02-14, Dhanori,18.5967587,73.896851
3737,Godrej Infinity,869,2,2,2021-02-14, Keshav Nagar,18.5323976,73.94406459999999
3738,Shubh Vihar,705,1,2,2021-02-14, Vadgaon Sheri,18.5512771,73.92098940000001
3739,Radhakrishna Vihar,800,2,1,2021-02-14, Nimbaj Nagar,18.4799559,73.8184344
3740,Siddhivinayak Aspiria,860,2,2,2021-02-14, Hinjewadi,18.5912716,73.73890899999999
3741,Motiram Nagar,650,1,1,2021-02-14, Warje,18.4864727,73.79683399999999
3742,vrindavan park,535,1,1,2021-02-14, Mahatma Society,18.4981221,73.7985281
3743,Vidyasagar Society,1500,2,2,2021-02-14, Sangamvadi,18.5349529,73.87618909999999
3744,Patil House Kawade Nagar New Sangavi Hdfc Bank Roa,700,1,1,2021-02-14, Defence Area,44.9784964,-93.26443069999999
3745,Etasha Co Op Housing Society,562,1,1,2021-02-14, Autadwadi Handewadi,18.4754518,73.9246677
3746,Kesar Garden,950,2,2,2021-02-14, Indrayani Nagar,18.638387,73.8457803
3747,Apartment,950,2,2,2021-02-14, Yamuna Nagar,30.1290485,77.2673901
3748,Vilas Javdekar Yashwin Hinjewadi,980,2,2,2021-02-14, Hinjewadi Phase 2,18.596167,73.7153778
3749,Suman Shilp Phase 2,625,1,1,2021-02-14, Parande Nagar,18.5970728,73.8926247
3750,Shree Payal Co-op Housing Society,650,2,1,2021-02-14, Kothrud,18.5073514,73.8076543
3751,Sancheti Belcastel,1100,2,2,2021-02-14, Keshav Nagar,18.5323976,73.94406459999999
3752,Aero Nest,1054,2,2,2021-02-14, Undri,18.4566651,73.9095279
3753,Sbi cooperative hsg soc,1350,2,2,2021-02-14, Panchawati,26.91,86.52
3754,Aayush Park II Society Talegaon Dabhade,590,1,1,2021-02-14, Talegaon Dabhade,18.7375763,73.67466259999999
3755,Om Sai Dham,1800,4,2,2021-02-14, Sector No-28 Pradhikaran,18.647123,73.77352619999999
3756,Brookfield willows pisoli,950,2,2,2021-02-14, Undri pisoli road,18.4497242,73.9100407
3757,Runwal Seagull,1048,1,2,2021-02-14, Handewadi,18.4542527,73.9315733
3758,Mirchandani Palms,1150,2,2,2021-02-14, Pimple Saudagar,18.5986763,73.79783479999999
3759,Paranjape Blue Ridge,600,1,1,2021-02-14, Hinjewadi,18.5912716,73.73890899999999
3760,Kumar Princeville,1300,2,2,2021-02-14, Moshi,25.8418033,-80.1845974
3761,Happy Thoughts building,450,1,1,2021-02-14, Kalewadi Phata,18.633995,73.8084545
3762,Megapolis Sangria Towers,1640,3,3,2021-02-13, Phase-3 Hinjewadi,18.5868397,73.68599499999999
3763,Aishwaryam Greens Society,610,2,2,2021-02-13, Wakad,18.6010921,73.7641245
3764,Royal Orange County,850,2,2,2021-02-13, Rahatani,18.6047038,73.78712949999999
3765,Spring Glory,950,2,2,2021-02-13, Wadgaon Sheri,18.5512771,73.92098940000001
3766,Magarpatta Annex,950,2,2,2021-02-13, Magarpatta,18.5158057,73.9271644
3767,Vishal Belleza,1130,2,2,2021-02-13, Hadapsar,18.508934,73.92591019999999
3768,Pristine prolife wakad,1140,2,2,2021-02-13, Postal Colony,28.4529949,-81.7836921
3769,Prathmesh Heights,1050,2,2,2021-02-13, Kasba Peth,18.5258965,73.8610191
3770,Choudjary Park Wakad,1800,2,3,2021-02-13, Bhausaheb Kalate Nagar,18.5954512,73.7652528
3771,Kharde Patil Chaitanya Vihar,1339,2,2,2021-02-13, Chinchwad,18.6297811,73.7997094
3772,"Kesar Sonigara , wakad",1400,3,3,2021-02-13, Kaspate Vasti wakad,18.5901745,73.7727908
3773,Vastushree Adrina,1275,3,3,2021-02-13, Vastushree Adrina,18.5302761,73.9474726
3774,R K Sadan,10225,2,2,2021-02-13, Vishrantwadi,18.5726054,73.8782079
3775,Salunkhe Natasha,850,2,2,2021-02-13, Aundh,18.5601649,73.8031335
3776,Capital Tower,1480,3,3,2021-02-13, Wakad,18.6010921,73.7641245
3777,Yash Orchid,1170,2,2,2021-02-13, Baner,18.5590032,73.7867629
3778,Kolte Patil Life Republic,1200,2,2,2021-02-13, Hinjewadi,18.5912716,73.73890899999999
3779,BU Bhandari Acolade,1250,2,2,2021-02-13, Kharadi,18.5538241,73.9476689
3780,"Sai Nisarg Park, Wadhwani Construction",850,2,2,2021-02-13, Pimple Saudagar,18.5986763,73.79783479999999
3781,Nirvaan Oneness,500,1,1,2021-02-13, Wakad,18.6010921,73.7641245
3782,Mittal Parkwayz,400,1,1,2021-02-13, Wakad,18.6010921,73.7641245
3783,Blue Line,900,2,2,2021-02-13, Viman Nagar,18.5679146,73.91434319999999
3784,Mauli Vihar Apartment,1400,2,2,2021-02-13, Kothrud,18.5073514,73.8076543
3785,Ahura Moghul Garden,1300,2,2,2021-02-13, Koregaon Park,18.5362084,73.8939748
3786,Ayodhya Nagari Shinde Gardens,900,2,2,2021-02-13, Bopodi,18.5709235,73.83508309999999
3787,Paranjape Richmond Park,900,2,2,2021-02-13, Jyotiba Colony,18.602064,73.7881278
3788,Hill View Residency,1250,2,2,2021-02-13, Baner,18.5590032,73.7867629
3789,Jai Ganesh Varadhast Pimpri,1130,3,3,2021-02-13, Gandhi Nagar,23.2156354,72.63694149999999
3790,GK Daffodils,1700,3,3,2021-02-13, Kunj Colony,18.5898787,73.8022046
3791,Sollana Society,900,1,2,2021-02-13, Thergaon,18.6142654,73.77507460000001
3792,"Fulora Building, Pradhikaran, Yamuna Nagar",750,2,1,2021-02-13, Yamuna Nagar,30.1290485,77.2673901
3793,Vardhaman Residency,700,2,2,2021-02-13, Kaspate Vasti,18.5901745,73.7727908
3794,Madhuban Society,850,2,2,2021-02-13, Vishrantwadi,18.5726054,73.8782079
3795,Sonigara Zinnia,980,2,2,2021-02-13, Kiwale,18.661162,73.728662
3796,veena apartments,650,2,2,2021-02-13, Karve Nagar,18.4914883,73.82172899999999
3797,JK2 Shivangan,1000,2,2,2021-02-13, Kaspate Vasti,18.5901745,73.7727908
3798,Konark Krish 2,1280,2,2,2021-02-13, Keshav Nagar,18.5323976,73.94406459999999
3799,Megapolis Sangria Towers,1200,2,2,2021-02-13, Hinjewadi,18.5912716,73.73890899999999
3800,Lalvani Vastu,1150,2,2,2021-02-13, Viman Nagar,18.5679146,73.91434319999999
3801,Shahaji Raje Bhosale Nagar,1500,3,3,2021-02-13, Bhosale Nagar,18.5442047,73.8356575
3802,Su Casa,2100,3,3,2021-02-13, Bhausaheb Kalate Nagar,18.5954512,73.7652528
3803,Pethkar Siyona,1309,3,2,2021-02-13, Punawale,18.6309399,73.7378149
3804,Air Castles,930,2,2,2021-02-13, Hinjewadi Phase 2,18.596167,73.7153778
3805,Ushakkal Appartment,1100,2,2,2021-02-13, Model Colony,24.9023473,67.1892
3806,Pinak Society,800,1,2,2021-02-13, Maruti Suzuki Showroom Viman Nagar,18.5610672,73.9179589
3807,My World,1440,3,3,2021-02-13, Balewadi High Street,18.5687741,73.7751852
3808,Samartha Krupa,1400,1,1,2021-02-13, Tingre Nagar,18.575865,73.8930827
3809,Shri Mahaganesh Nagri Society,1100,2,2,2021-02-13, Keshav Nagar,18.5323976,73.94406459999999
3810,Gayatri Imperial Heights,987,2,2,2021-02-13, Pimpri Chinchwad,18.6297811,73.7997094
3811,Gruhakalpa Cooperative Society,1000,2,2,2021-02-13, Karve Road,18.5033095,73.8197888
3812,Miami Majestic,1085,2,2,2021-02-13, Wadgaon Budruk,18.4659813,73.8246309
3813,Shree Residency,850,2,2,2021-02-13, Wagholi,18.5807719,73.9787063
3814,Shirine Garden,3500,4,4,2021-02-13, Aundh,18.5601649,73.8031335
3815,Shrinagari Apartment,1000,2,2,2021-02-13, Talegaon Dabhade,18.7375763,73.67466259999999
3816,Goodwill Galaxy,800,1,1,2021-02-13, Dhanori,18.5967587,73.896851
3817,on request,780,2,1,2021-02-13, Keshav Nagar,18.5323976,73.94406459999999
3818,Maple Aapla Ghar Kirkitwadi,666,1,1,2021-02-13, Kirkatwadi,18.4445501,73.7888924
3819,Empire Estate Federation 1,630,1,1,2021-02-13, Chinchwad,18.6297811,73.7997094
3820,Gurukurpa,700,1,1,2021-02-13, Bhalekar Nagar,18.5912278,73.8216889
3821,Sai Eshanya,1321,3,2,2021-02-13, Balewadi,18.5788913,73.7706807
3822,bhujabal apartment,280,1,2,2021-02-13, Yerwada,18.5529226,73.879711
3823,Prathamesh Deep,1300,3,3,2021-02-14, Salisbury Park,35.665878,-80.4713237
3824,Ameeta CHS,750,2,2,2021-02-13, Shahunagar,18.6566489,73.80808689999999
3825,amarai society,650,1,2,2021-02-13, Narhe,18.4464732,73.826375
3826,Bansal Shiva Heights,1160,2,2,2021-02-13, Pimple Saudagar,18.5986763,73.79783479999999
3827,Paranjape Blue Ridge,1035,2,2,2021-02-13, Hinjewadi,18.5912716,73.73890899999999
3828,Shivanjali Apartment,850,1,1,2021-02-13, Wireless Colony,18.5635597,73.805881
