,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify,lat,longi
3269,Apex Athena,1012,2,2,2021-02-18, Wakad,18.6010921,73.7641245
3270,Horizon Bluebells,700,2,2,2021-02-18, Balewadi,18.5788913,73.7706807
3271,"pristine prolife phase 3 , wakad, pune",2100,2,2,2021-02-18, Wakad,18.6010921,73.7641245
3272,Ramba Sadan,1150,2,2,2021-02-18, Sector No-4 Moshi,18.6507099,73.8470523
3273,BK Jhala Nirmal Township,950,2,2,2021-02-18, Sasane Nagar,18.4919553,73.9345125
3274,Pritam Nagar,950,2,2,2021-02-18, Pritam Nagar Kothrud,18.49919,73.8158989
3275,Xrbia Hinjewadi Road,545,2,2,2021-02-18, Nere,29.7831546,-95.7551697
3276,Sancheti Belcastel,674,1,1,2021-02-18, Keshav Nagar,18.5323976,73.94406459999999
3277,Magarpatta City Jasminium,1440,3,3,2021-02-18, Magarpatta,18.5158057,73.9271644
3278,Rutuja Park,1500,1,1,2021-02-18, Baner,18.5590032,73.7867629
3279,Mittal Arc Vista,1500,2,2,2021-02-18, Dhanori,18.5967587,73.896851
3280,"Swar Sara Residency, Narhe",1000,2,2,2021-02-18, Narhe,18.4464732,73.826375
3281,Aboli Park,1050,2,2,2021-02-18, Shivtirth Nagar,18.4666292,73.7852467
3282,Shades View Society,930,2,2,2021-02-18, Kaspate Vasti,18.5901745,73.7727908
3283,Kumbare Park,620,1,1,2021-02-18, Paud Road,18.5054366,73.7058643
3284,Palm Atlantis,802,2,2,2021-02-18, Wagholi,18.5807719,73.9787063
3285,Prasun Loreto,500,1,1,2021-02-18, Kharadi,18.5538241,73.9476689
3286,Madhuban Society,1000,2,2,2021-02-18, Vishrantwadi,18.5726054,73.8782079
3287,Kalashree MD Rivera,636,1,1,2021-02-18, Bhugaon,18.5011162,73.7507669
3288,L S Mehetre Shiv Angan,900,2,2,2021-02-18, Pimple Saudagar,18.5986763,73.79783479999999
3289,Verve Apartment,1135,2,2,2021-02-18, Bhagwan Nagar,28.5791483,77.2593734
3290,Majestique Manhattan,586,2,2,2021-02-18, Wagholi,18.5807719,73.9787063
3291,Godrej Infinity,1200,2,2,2021-02-18, Keshav Nagar,18.5323976,73.94406459999999
3292,Aarohi ChsParkhe Vasti,450,1,1,2021-02-18, Parkhe Vasti,18.5476177,73.7512065
3293,Dynasty,1230,2,2,2021-02-18, Vishnu Dev Nagar,18.5995992,73.77352619999999
3294,Krishna Kunj,535,1,1,2021-02-18, Camp,37.0896461,-95.63630649999999
3295,Shiv Manas,940,2,2,2021-02-18, Moshi,25.8418033,-80.1845974
3296,Sancheti Belcastel,972,2,2,2021-02-18, Keshav Nagar,18.5323976,73.94406459999999
3297,morya garden opp guru ganesh nagar,650,1,1,2021-02-18, new d p road kothrud,18.4994058,73.80217010000001
3298,Polite Panaroma,689,1,2,2021-02-18, Dighi,18.6148698,73.8729867
3299,TCG The Crown Greens,1101,2,2,2021-02-18, Hinjewadi Phase 2,18.596167,73.7153778
3300,Arambh Society,900,2,2,2021-02-18, Wagholi,18.5807719,73.9787063
3301,Utsav Residency,568,2,1,2021-02-18, Wagholi,18.5807719,73.9787063
3302,"Gurunanak plaza, Kasarwadi",630,1,1,2021-02-18, Kasarwadi,18.6060873,73.8227917
3303,VTP Urban Rise,900,2,2,2021-02-18, Pisoli,18.4491966,73.9077818
3304,Amit Astonia Classic,938,2,2,2021-02-18, Undri,18.4566651,73.9095279
3305,Royal Oak,890,2,2,2021-02-18, Wakad,18.6010921,73.7641245
3306,Xrbia Hinjewadi Road,545,2,2,2021-02-18, Nere,29.7831546,-95.7551697
3307,danyn.ved,650,1,1,2021-02-18, Lohegaon,18.5944704,73.9275889
3308,Shiv Tara City,612,1,1,2021-02-18, Loni Kalbhor,18.4878505,74.0234138
3309,Kalpataru Splendour,1102,2,2,2021-02-18, Shankar Kalat Nagar,18.5993483,73.762495
3310,JRS Atmosphere,15607,3,3,2021-02-18, Ambegaon Budruk,18.4458033,73.8507279
3311,Bhairavnath,600,1,1,2021-02-18, Baner Pashan Link Road,18.5491105,73.7912815
3312,Ihita Residency,700,1,1,2021-02-18, Hinjewadi Phase 1,18.5883055,73.73746969999999
3313,Shiv Chaitanya,750,1,1,2021-02-18, Kothrud,18.5073514,73.8076543
3314,La Salette Apartments,1500,3,3,2021-02-18, Magarpatta,18.5158057,73.9271644
3315,Mittal Pebbles High Mont,1000,2,2,2021-02-18, Hinjewadi,18.5912716,73.73890899999999
3316,Ashoka Mews,550,1,1,2021-02-18, Sambhaji Nagar,19.9114575,75.3186241
3317,Ram India Green Divine,680,1,1,2021-02-18, Sade Satra Nali,18.5127385,73.9499426
3318,Swiss County K CHS,1650,3,3,2021-02-18, Thergaon,18.6142654,73.77507460000001
3319,Tata Housing Blue Hills,2100,3,4,2021-02-18, Yerwada,18.5529226,73.879711
3320,Unique Zest County,900,3,2,2021-02-18, Dhanori,18.5967587,73.896851
3321,Vanashree Apartments,1000,2,2,2021-02-18, Nr. Amanora Park Town,18.520408,73.93989630000002
3322,33 Keshavkunj,1591,3,3,2021-02-18, Keshav Nagar,18.5323976,73.94406459999999
3323,Laxmi Residency,550,1,1,2021-02-18, Ghorpadi,18.5235518,73.906346
3324,Elegant Residency Apartment,1000,2,2,2021-02-18, Nigdi,18.6491735,73.7706532
3325,Girija Society,2000,4,3,2021-02-18, Rambaug Colony,18.5162864,73.8169099
3326,Manjri Greens Annexe,718,2,2,2021-02-18, Manjri BK,18.5029897,73.9712483
3327,Jalan Aura County,575,1,1,2021-02-18, Kharadi,18.5538241,73.9476689
3328,Lunkad High Land,550,1,1,2021-02-18, Vidyasagar Colony,22.4791025,88.37370639999999
3329,Sai Chetana Residency,321,1,1,2021-02-18, Thite Nagar,18.5443244,73.9403908
3330,Chandra Park Co-Operative Society,550,1,1,2021-02-18, Vishnu Thosar Nagar,18.453414,73.888521
3331,Verve Apartment,1120,2,2,2021-02-18, Wakad,18.6010921,73.7641245
3332,SOBA KUNJ,850,2,2,2021-02-18, Kothrud,18.5073514,73.8076543
3333,Shroff Supriya Sankul,927,2,2,2021-02-18, Veerbhadra Nagar,18.5624668,73.77266279999999
3334,Megapolis Sparklet,1100,2,2,2021-02-18, Phase-3 Hinjewadi,18.5868397,73.68599499999999
3335,Geras Adara,416,1,1,2021-02-18, Hinjewadi,18.5912716,73.73890899999999
3336,Artha Raj Hillock Towers,631,1,1,2021-02-18, Somatane,18.6944261,73.6815807
3337,Shivaji Housing Society,575,1,1,2021-02-18, Model Colony,24.9023473,67.1892
3338,Suryawanshi,750,1,1,2021-02-18, Bhairav Nagar,18.5835942,73.88674499999999
3339,Sai Shristi Apartments,1000,1,1,2021-02-18, Sinhgad Road,18.4571619,73.8033639
3340,Shree Siddhivunayak Platinum Platinum Park,1000,2,2,2021-02-18, Near Amit Astoniya Project,18.5803496,73.7720794
3341,Marvel Ganga Fria Phase 1,1255,2,2,2021-02-18, Wagholi,18.5807719,73.9787063
3342,Ramsrushti,760,2,2,2021-02-18, Vishal Nagar,18.5844057,73.78088
3343,Agarwal The West Wing,1100,2,2,2021-02-18, Baner,18.5590032,73.7867629
3344,Sunrise Apartment,550,1,1,2021-02-18, Nana Peth,18.5144313,73.86538329999999
3345,Kumar Kul Ecoloch Phase 1,909,2,2,2021-02-18, Mahalunge,18.57382,73.7561594
3346,on request,950,2,2,2021-02-18, Keshav Nagar,18.5323976,73.94406459999999
3347,Lodha Belmondo,705,1,1,2021-02-18, Pune Mumbai Highway,18.7693287,73.4043358
3348,"Snehal Terraces, Bhujbal Township",590,1,1,2021-02-18," Eklavya college, Kothrud",18.5034506,73.7952116
3349,Westen Tower,716,2,2,2021-02-18, Wakad,18.6010921,73.7641245
3350,Spacia Housing Society,1100,3,3,2021-02-18, Wakad,18.6010921,73.7641245
3351,Tejas Poorva Shrushti,925,2,2,2021-02-18, Vadgaon Khurd,18.4608064,73.80808689999999
3352,Neo city Pristine,600,2,2,2021-02-18, Wagholi,18.5807719,73.9787063
3353,Citadel Enclave Ghorpadi,1200,2,2,2021-02-18, Ghorpadi,18.5235518,73.906346
3354,SKYi Star Towers,741,2,2,2021-02-18, Bhukum,18.4942984,73.7220419
3355,Gera Adara,420,1,1,2021-02-18, Hinjewadi Phase 2,18.596167,73.7153778
3356,Rama Air Castles,1366,3,3,2021-02-18, Marunji,18.6124747,73.71542149999999
3357,Solitair residency,1170,2,2,2021-02-18, Sulabh Colony,18.6029967,73.7794093
3358,Indraprabha Society,585,1,1,2021-02-17, Dehu Road,18.6860277,73.74771419999999
3359,Rahul Complex,950,2,2,2021-02-17, Kothrud,18.5073514,73.8076543
3360,mitcollege,1020,2,2,2021-02-17, Kothrud,18.5073514,73.8076543
3361,Om Rama Vasant Apartments,1100,4,2,2021-02-17, Dahanukar Colony,18.4956151,73.8110279
3362,GK Divya Heights,670,2,2,2021-02-17, Arvind Colony,17.4016335,78.4023524
3363,Swatishri Apartment,941,2,2,2021-02-17, Panmala,18.4999492,73.8400685
3364,Hazel One,1250,2,2,2021-02-17, Hinjewadi Phase 1,18.5883055,73.73746969999999
3365,Rama Air Castles,837,2,2,2021-02-17, Marunji,18.6124747,73.71542149999999
3366,Vilas Javdekar Yashwin Hinjewadi,1060,2,2,2021-02-17, Hinjewadi Phase 2,18.596167,73.7153778
3367,AWHO Vijay Vihar,1602,2,2,2021-02-17, Wagholi,18.5807719,73.9787063
3368,Bramha Sky City,962,2,2,2021-02-17, Dhanori,18.5967587,73.896851
3369,Rohit Pavilion,970,2,2,2021-02-17, Kalewadi,18.406612,74.6839545
3370,Gangotari Niwas Road No 5 Ganesh Nagar,1700,1,1,2021-02-17, Ganesh Nagar Bopkhel,18.5901829,73.8632243
3371,Rama Melange Residences,650,2,2,2021-02-17, Phase-3 Hinjewadi,18.5868397,73.68599499999999
3372,Mulik Luxuria,1200,2,2,2021-02-17, Wagholi,18.5807719,73.9787063
3373,Vilas Javdekar Yashwin Hinjewadi,630,2,2,2021-02-17, Hinjewadi Phase 2,18.596167,73.7153778
3374,Riswadkar Prestige Panorama,1500,3,3,2021-02-17, Mhasoba Nagar,19.9141298,75.3617995
3375,wisdom apartment,1300,2,2,2021-02-17, B.T Kawade Road,18.5177246,73.90670519999999
3376,Keshav Kunj,850,2,2,2021-02-17, Bhusari Colony,18.5082124,73.7904396
3377,Goodwill Unique Zest County,667,2,2,2021-02-17, Lohegaon,18.5944704,73.9275889
3378,Amrit Apartment,1000,3,2,2021-02-17, Pimpri,18.6297811,73.7997094
3379,Vidya Kaka Homes,985,2,2,2021-02-17, Rahatani,18.6047038,73.78712949999999
3380,Gera Enclave CHS,1000,1,2,2021-02-17, Clover Park,47.1756602,-122.4978426
3381,asmita nivas,1000,3,2,2021-02-17, Old Sangvi,18.5729119,73.8183662
3382,Venkatesh Flora,1135,2,2,2021-02-17, Mundhwa,18.5330323,73.933003
3383,Mantra Majestica,648,1,1,2021-02-17, Sasane Nagar,18.4919553,73.9345125
3384,Mayur Samrudhi,1000,2,2,2021-02-17, Akurdi,18.6504839,73.7785786
3385,jai ganesh vishwa Vishrantwadi,1050,2,2,2021-02-17, Vishrantwadi,18.5726054,73.8782079
3386,Sukhakarta Apartment,300,1,1,2021-02-17, Chinchwad Gaon,18.6276082,73.78088
3387,amol apartment,300,1,1,2021-02-18, Yamuna Nagar,30.1290485,77.2673901
3388,TCG The Crown Greens,1350,3,3,2021-02-17, Hinjewadi Phase 2,18.596167,73.7153778
3389,Tirupati Kashiganga Phase 2,708,1,2,2021-02-17, Madhav Nagar,21.1230533,79.0553249
3390,Relicon Wishwa,1050,2,2,2021-02-17, Khedekar Nagar,18.4554741,73.8253649
3391,Shivkrushna Society,1500,1,1,2021-02-17, Manjari Budruk,18.521266,73.98257339999999
3392,Chaurang Smith Shilp,1200,2,1,2021-02-17, Mahadev Nagar,23.0025781,72.65098449999999
3393,Sukhwani Plaza,540,1,1,2021-02-17, Akurdi,18.6504839,73.7785786
3394,Kumar Kubera Colony,1080,2,2,2021-02-17, Kondhwa,18.4695088,73.8889779
3395,Malkani Belle Vie,690,1,2,2021-02-17, Wagholi,18.5807719,73.9787063
3396,Gagangiri Sadan,965,2,2,2021-02-17, Punawale,18.6309399,73.7378149
3397,Komal Residency,600,2,1,2021-02-17, Pimpri Chinchwad,18.6297811,73.7997094
3398,Saishradha Residency,805,2,1,2021-02-17, Purnanagar,18.6600475,73.81396889999999
3399,Nanded City,950,2,2,2021-02-17, Sinhgad Road,18.4571619,73.8033639
3400,SOMPRABHA Residency,560,1,1,2021-02-17, Kadamwak Wasti,18.4887133,74.0178938
3401,SRK Shree Suvarna,1000,2,2,2021-02-17, Kothrud,18.5073514,73.8076543
3402,Devyani Heights,990,2,2,2021-02-17, Wakad,18.6010921,73.7641245
3403,Devyani Heights,1000,2,2,2021-02-17, Wakad,18.6010921,73.7641245
3404,Swapnalok Apartments,650,1,1,2021-02-17, Kalepadal,18.4869571,73.9433299
3405,Srushti society sinhagad road,1000,1,1,2021-02-17, Opp Okayama garden,18.4914531,73.8367889
3406,On Req,1400,3,3,2021-02-17, Vishal Nagar,18.5844057,73.78088
3407,Malhar Residency,988,2,2,2021-02-17, Akurdi,18.6504839,73.7785786
3408,Prem Shanti Homes,936,2,2,2021-02-17, Maan,49.0163332,-122.2819278
3409,Hari Om Apartment,810,2,1,2021-02-17, Bhosari,18.6320627,73.84679779999999
3410,Shiv Shambho Colony,550,1,1,2021-02-17, Thergaon,18.6142654,73.77507460000001
3411,Apte colony,1300,2,2,2021-02-17, Bhosari,18.6320627,73.84679779999999
3412,MHB Society,350,1,1,2021-02-17, Yerwada,18.5529226,73.879711
3413,Dreams Lynnea,647,1,1,2021-02-17, Wagholi,18.5807719,73.9787063
3414,Ashtavinayak Society,630,1,1,2021-02-17, Chandan Nagar,22.867114,88.3674381
3415,Samruddhi Society,720,2,2,2021-02-17, Hadapsar,18.508934,73.92591019999999
3416,Omega Paradise Phase 2,1400,3,3,2021-02-17, Wakad,18.6010921,73.7641245
3417,Ashtavinayak,801,2,2,2021-02-17, Keshavnagar,18.5323976,73.94406459999999
3418,Madhuban Society,1000,2,2,2021-02-17, Vishrantwadi,18.5726054,73.8782079
3419,Mourya Vihar,840,2,1,2021-02-17, Kothrud,18.5073514,73.8076543
3420,Golden City apartments,560,1,1,2021-02-17, Dhanori,18.5967587,73.896851
3421,Yashshree Apartment Pune,900,2,2,2021-02-17, Chinchwad,18.6297811,73.7997094
3422,Siddhi Vinayak Society,10890,1,1,2021-02-17, Jambhulwadi,18.4268492,73.8397009
3423,Liesure Town,1050,2,2,2021-02-17, Sadhunana Tupe Vasti,18.5093482,73.94406459999999
3424,Sonigara Park,632,1,1,2021-02-17, Dange Chowk,18.604276,73.75100069999999
3425,Hazel One,1250,2,2,2021-02-17, Hinjewadi,18.5912716,73.73890899999999
3426,Pride Residency,2500,1,1,2021-02-17, 7 Star City Marunji Road Hinjewadi,18.6037476,73.733547
3427,Lake View Apartment,700,2,1,2021-02-17, Jambhulwadi,18.4268492,73.8397009
3428,on request,425,1,1,2021-02-17, Bhekrai Nagar,18.4819581,73.9521468
3429,pandharinath  complex,800,2,2,2021-02-17, Dangat Patil Nagar,18.4664857,73.78506329999999
3430,matoshree,1200,2,2,2021-02-17, Nere,29.7831546,-95.7551697
3431,Kapil Dreams,762,2,2,2021-02-17, Narhe,18.4464732,73.826375
3432,Trimurti Saj CHS,800,2,1,2021-02-17, Phursungi,18.4726725,73.9784573
3433,Jade Residences,1300,3,3,2021-02-17, Wagholi,18.5807719,73.9787063
3434,RK Lunkad Aromatic Wind,960,2,2,2021-02-17, Shankar Kalat Nagar,18.5993483,73.762495
3435,Yash Residency,900,2,2,2021-02-17, Manjari Budruk,18.521266,73.98257339999999
3436,Splendor Megapolis,1112,2,2,2021-02-17, Hinjewadi,18.5912716,73.73890899999999
3437,GK Kanwar Ram Palcio,880,2,2,2021-02-17, Moshi,25.8418033,-80.1845974
3438,Jade Residences,1300,3,3,2021-02-17, Kharadi Annex,18.5723122,73.95369699999999
3439,Lane No 4 Vadgaon Sheri,500,1,1,2021-02-17, Vadgaon Sheri,18.5512771,73.92098940000001
3440,Sanskar Apartment,900,2,2,2021-02-17, Vijay Nagar,22.7532848,75.8936962
3441,Elite Empire Balewadi,978,2,2,2021-02-17, Balewadi,18.5788913,73.7706807
3442,Aparajita Apartment,550,1,1,2021-02-17, Bavdhan,18.513463,73.76985789999999
3443,Satyam Oak Vista,654,1,2,2021-02-17, Kale Padal,18.4869571,73.9433299
3444,Sankla PS Angan,560,1,1,2021-02-17, Magarpatta,18.5158057,73.9271644
3445,Shubhashree Residential,488,1,1,2021-02-17, Akurdi,18.6504839,73.7785786
3446,Sankla PS Angan,550,1,1,2021-02-17, Magarpatta,18.5158057,73.9271644
3447,Jhala Manjri Greenwoods,886,2,2,2021-02-17, Manjri,18.5234503,73.9853801
3448,Indraprabha Society,600,1,1,2021-02-17, Vikas Nagar,30.4750254,77.7652346
3449,DNV Elite Homes,850,2,2,2021-02-17, Wakad Annexe,18.60286,73.74527599999999
3450,Kingston Elysia,905,2,2,2021-02-17, Pisoli,18.4491966,73.9077818
3451,Janaki Apartment,550,1,1,2021-02-17, Somwar Peth,18.5214325,73.86763470000001
3452,Kamal Hights,630,1,1,2021-02-17, Tuljabhavani nagar Pimple Gaurav opp Mangal Murti children haspital,18.5855233,73.815997
3453,Gk Vedanta,1075,2,2,2021-02-17, Postal Colony,28.4529949,-81.7836921
3454,Kohinoor Tinsel County,800,2,2,2021-02-17, Phase-3 Hinjewadi,18.5868397,73.68599499999999
3455,Gurukrupra Apartments,436,1,1,2021-02-17, Trimurti Hospital Lane,19.2300341,73.1679334
3456,Ganga Village,650,1,1,2021-02-17," Sasane Nagar, Hadapsar",18.4919553,73.9345125
3457,Saikunj Kasarwadi,575,1,1,2021-02-17, Nashik phata,18.5978587,73.8011606
3458,Amena Apartment,450,1,1,2021-02-17, Ganj Peth,18.5093433,73.8655024
3459,Megapolis Sangria Towers,1305,2,2,2021-02-17, Hinjewadi,18.5912716,73.73890899999999
3460,GK Rose Woods,945,2,2,2021-02-17, Pimple Saudagar,18.5986763,73.79783479999999
3461,Telco TTIL Employees Co-op Hsg Society,2000,2,2,2021-02-17, Sector No-4 Moshi,18.6507099,73.8470523
3462,Brooklyn Pride World City,1424,3,3,2021-02-17, Charholi Budruk,18.6537243,73.90774739999999
3463,Gurukrupa Apartment,700,1,1,2021-02-17, Dange Chowk,18.604276,73.75100069999999
3464,Sai Vatika Apartment,1150,2,2,2021-02-17, Baner,18.5590032,73.7867629
3465,The Impact Imperial,887,2,2,2021-02-17, Dhanori,18.5967587,73.896851
3466,Solitaire paradise,628,1,1,2021-02-17, Kaveri Nagar,13.0160185,77.5232461
3467,St. Anthonys Colony,680,1,1,2021-02-17, Mundhwa,18.5330323,73.933003
3468,Nirmal Township,650,1,1,2021-02-17, Hadapsar,18.508934,73.92591019999999
3469,Rakshak Nagar Society,1200,3,2,2021-02-17, Kharadi,18.5538241,73.9476689
3470,Mittal Pebbles High Mont,850,2,2,2021-02-17, Hinjewadi,18.5912716,73.73890899999999
3471,Sakalnagar Baner road,480,1,1,2021-02-17, Ganeshkhind,18.5541722,73.8264239
3472,Godrej Infinity,673,1,2,2021-02-17, Keshav Nagar,18.5323976,73.94406459999999
3473,Goodwill Metropolis,640,1,2,2021-02-17, Lohegaon,18.5944704,73.9275889
3474,Madhupushpa Apartments,1556,3,3,2021-02-16, Wakad,18.6010921,73.7641245
3475,Shubh Ganesh Spring Valley,957,2,2,2021-02-16, Dighi,18.6148698,73.8729867
3476,Spacia Housing Society,1400,2,3,2021-02-16, Wakad,18.6010921,73.7641245
3477,Park Spring,660,1,1,2021-02-16, Kutwal Colony,18.600736,73.91607739999999
3478,Siddhivinayak Aspiria,1000,2,2,2021-02-16, Hinjewadi,18.5912716,73.73890899999999
3479,"Ark prem constructions ,alfa green field",1150,3,3,2021-02-16, Vadgaon Maval,18.7372002,73.6389598
3480,Dheeraj Jade Residences,1085,3,3,2021-02-16, Wagholi,18.5807719,73.9787063
3481,Chakan Land Projects,66000,1,1,2021-02-16, Chakan,18.7632075,73.8613203
3482,Vastu Neket RPS Homes,850,2,2,2021-02-16, Lohegaon,18.5944704,73.9275889
3483,Tulsi Landmark Society,980,2,2,2021-02-22, Tulsi Landmark,18.6579658,73.82937629999999
3484,Vaishnavi Sahil Vighnesh Residency,1104,2,2,2021-02-16, Wakad,18.6010921,73.7641245
3485,Dreams Rakshak,1300,3,3,2021-02-16, Wagholi,18.5807719,73.9787063
3486,Sharada Paritosh,1011,2,2,2021-02-16, Balewadi,18.5788913,73.7706807
3487,Satyam co.op hsg soc,560,1,1,2021-02-16, Wakdewadi,18.5424091,73.8521981
3488,Venkatesh Galaxy,900,2,2,2021-02-16, Tilekar Nagar,18.4470441,73.8816001
3489,Shreenanda Classic,550,1,1,2021-02-16, Kalewadi,18.406612,74.6839545
3490,Zinnia Elegans,987,2,2,2021-02-16, Wakad,18.6010921,73.7641245
3491,Mittal Sun Exotica,996,2,2,2021-02-16, Yewalewadi,18.4462026,73.9051185
3492,Life Republic,1050,2,2,2021-02-16, Marunji,18.6124747,73.71542149999999
3493,Akshay Classic,950,2,2,2021-02-16, Pimple Saudagar,18.5986763,73.79783479999999
3494,Triveni Nagar,500,1,1,2021-02-16, Hadapsar,18.508934,73.92591019999999
3495,Kumar Park Infinia,1100,2,2,2021-02-16, Phursungi,18.4726725,73.9784573
3496,Shivganga CHS,540,1,1,2021-02-16, Bibwewadi,18.4690213,73.8640944
3497,Raojee Palldium Grand,1400,3,3,2021-02-16, Madhav Nagar,21.1230533,79.0553249
3498,Triveni Housing Society,1400,3,3,2021-02-16, Morwadi,18.633344,73.8051458
3499,Shri Shri nikunj,963,2,2,2021-02-16, Wakad,18.6010921,73.7641245
3500,Achal leela khushboo,1200,2,2,2021-02-16, Vishal Nagar,18.5844057,73.78088
3501,Shivyog Apartment,515,1,1,2021-02-16, Gadital,18.5009698,73.9429625
3502,Parekh Corner Co-Op Housing Society,550,1,1,2021-02-16, Talegaon Dabhade,18.7375763,73.67466259999999
3503,on request,800,2,2,2021-02-16, Lohegaon,18.5944704,73.9275889
3504,The Address,1235,2,2,2021-02-16, Wakad,18.6010921,73.7641245
3505,Mantra Essence,604,1,2,2021-02-16, Undri,18.4566651,73.9095279
3506,Leisure Town,1470,3,3,2021-02-16, Hadapsar,18.508934,73.92591019999999
3507,Choice Everest Plaza,892,2,2,2021-02-16, Chikhali,18.6824723,73.8196095
3508,Rosewoods,1055,2,2,2021-02-16, Kunal Icon Road,18.5933972,73.7958884
3509,DivyAnand Shanti Elixir,913,2,2,2021-02-16, Keshav Nagar,18.5323976,73.94406459999999
3510,La Melosa Hoising Society,995,2,2,2021-02-16, Shankar Kalat Nagar,18.5993483,73.762495
3511,vishal srushti,1200,2,2,2021-02-16, Wadgaon Sheri,18.5512771,73.92098940000001
3512,Kolte Patil Margosa Heights,975,2,2,2021-02-16, NIBM,6.9065441,79.87072119999999
3513,Venkateshwara Heights,586,1,1,2021-02-16, Dange Chowk,18.604276,73.75100069999999
3514,Laxmi Nagar,547,1,1,2021-02-16, Dhanori,18.5967587,73.896851
3515,Shree Shrusti Apartment,567,1,1,2021-02-16, Yewalewadi,18.4462026,73.9051185
3516,Highpoint ITrend Homes,772,2,2,2021-02-16, Hinjewadi,18.5912716,73.73890899999999
3517,Sree Mangal Wisteriaa,1300,2,2,2021-02-16, Bhumkar Nagar,18.6022427,73.7463147
3518,rathi villa,935,2,2,2021-02-16, Shivane,18.4661512,73.7821719
3519,Anand Classic Apartment,650,1,1,2021-02-16, Dange Chowk,18.604276,73.75100069999999
3520,khan manzil,600,1,1,2021-02-16, Keshav Nagar,18.5323976,73.94406459999999
3521,balsara apartment,550,1,1,2021-02-16, Sangamvadi,18.5349529,73.87618909999999
3522,Goyal Shree Ganesh Hill View,824,2,2,2021-02-16, Charholi Budruk,18.6537243,73.90774739999999
3523,Bramha Sky City,961,2,2,2021-02-16, Dhanori,18.5967587,73.896851
3524,Gulmohar Complex CHS,585,1,1,2021-02-16, Dhanvantari Colony,18.5452729,73.92642959999999
3525,SKYi Star Towers,778,2,2,2021-02-16, Bhukum,18.4942984,73.7220419
3526,Megapolis Splendour,1310,3,2,2021-02-16, Hinjewadi,18.5912716,73.73890899999999
3527,Aram appt.,2100,3,3,2021-02-16, Prabhat Road,18.5140054,73.8352924
3528,jai ganesh vishwa Vishrantwadi,1100,2,2,2021-02-16, Vishrantwadi,18.5726054,73.8782079
3529,On Req,550,1,1,2021-02-16, Pimpri Chinchwad,18.6297811,73.7997094
3530,Ratan Neptune,518,1,1,2021-02-16, Hadapsar,18.508934,73.92591019999999
3531,Myrah,1110,2,2,2021-02-16, Pisoli,18.4491966,73.9077818
3532,Monali Angan,650,1,1,2021-02-16, Old Sangvi,18.5729119,73.8183662
3533,Paranjape Blue Ridge,1900,3,3,2021-02-16, Hinjewadi,18.5912716,73.73890899999999
3534,Bhandari Greenfield Society,565,1,1,2021-02-16, Magarpatta,18.5158057,73.9271644
3535,Swaraj Colony,380,1,1,2021-02-16, Moshi,25.8418033,-80.1845974
3536,Gurukrupa Primerose,970,2,2,2021-02-16, Ambegaon Budruk,18.4458033,73.8507279
3537,Rahul East view,1300,2,2,2021-02-16, Hadapsar,18.508934,73.92591019999999
3538,Shiwai Bungalow,550,1,1,2021-02-16, Chandan Nagar,22.867114,88.3674381
3539,M Square Dreamland,550,1,1,2021-02-16, Kharadi,18.5538241,73.9476689
3540,Amar Deep CHS,615,2,2,2021-02-16, Magarpatta,18.5158057,73.9271644
3541,Paranjape Blue Ridge,1800,3,3,2021-02-16, Hinjewadi,18.5912716,73.73890899999999
3542,Atulya Blue Earth,1000,3,3,2021-02-16, Shankar Kalat Nagar,18.5993483,73.762495
3543,ivana society wakad,1200,2,2,2021-02-16, Wakad,18.6010921,73.7641245
3544,Kalpataru Splendour,1073,2,2,2021-02-16, Shankar Kalat Nagar,18.5993483,73.762495
3545,OM Arcade,881,2,2,2021-02-16, Katraj,18.4529322,73.86523799999999
3546,Shri Siddhivinayak Gardenia,1000,2,2,2021-02-16, Narhe,18.4464732,73.826375
3547,Rainbow Glory,650,1,1,2021-02-16, Wagholi,18.5807719,73.9787063
3548,Anjana Apartment,600,1,2,2021-02-16, Bhekrai Nagar,18.4819581,73.9521468
3549,thorat apartment,550,1,1,2021-02-16, Chandan Nagar,22.867114,88.3674381
3550,tapodham society,450,1,1,2021-02-16, Warje,18.4864727,73.79683399999999
3551,Solitaire supreme apartment,850,2,2,2021-02-16," Near Westside mall,behind NIA",39.2822133,-76.6541893
3552,Magarpatta Grevillea,750,2,2,2021-02-16, Magarpatta,18.5158057,73.9271644
3553,Rajmayur Housing Society,400,1,1,2021-02-16, Erandwana Gaothan,18.507092,73.83528989999999
3554,Mangalwadi Society,600,1,1,2021-02-16, Gokhale Nagar,18.5291524,73.82708550000001
3555,Shree Paras Basera,1050,2,2,2021-02-16, Lohegaon,18.5944704,73.9275889
3556,Radha Krishna Apartments,600,1,1,2021-02-16, Kharadi,18.5538241,73.9476689
3557,Ganesh Chambers,720,2,1,2021-02-16, Ambegaon,19.1132337,73.7326775
3558,Swami Samarth Krupa Society,650,1,1,2021-02-16, Kasba Peth,18.5258965,73.8610191
3559,Vrundavan Residencies,900,2,2,2021-02-16, Dehu,18.7166713,73.76781790000001
3560,Dharmavat Sunder Samruddhi,589,1,1,2021-02-16, Dhayari,18.4471444,73.8101999
3561,Devi Heights,210,1,1,2021-02-16, Shaniwar Peth,18.5194431,73.85193559999999
3562,Tanishq Apartment,1500,2,2,2021-02-16, Kharadi,18.5538241,73.9476689
